date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:32	46504/46504	---M--	200	added ('OK')	application/x-font-woff	etag:%22b5a8-51350cb1f26ac%22	http://mattandmallory.com/fonts/yellowtail-regular-webfont.woff	C:/My%20Web%20Sites/anton/mattandmallory.com/fonts/yellowtail-regular-webfont.woff	(from http://mattandmallory.com/css/style.css)
12:51:32	9507/9507	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222523-51350cb093d4c%22	http://mattandmallory.com/fonts/liberator-webfont.eot?	C:/My%20Web%20Sites/anton/mattandmallory.com/fonts/liberator-webfontd41d.eot	(from http://mattandmallory.com/css/style.css)
12:51:33	8772/8772	---M--	200	added ('OK')	text/html	etag:%222244-51350cb138dec%22	http://mattandmallory.com/fonts/liberator-webfont.woff2	C:/My%20Web%20Sites/anton/mattandmallory.com/fonts/liberator-webfont.html	(from http://mattandmallory.com/css/style.css)
12:51:34	23868/23868	---M--	200	added ('OK')	text/html	etag:%225d3c-51350cb0edacc%22	http://mattandmallory.com/fonts/liberator-webfont.ttf	C:/My%20Web%20Sites/anton/mattandmallory.com/fonts/liberator-webfont-2.html	(from http://mattandmallory.com/css/style.css)
12:51:35	33728/33728	---M--	200	added ('OK')	image/svg+xml	etag:%2283c0-51350cb0c69cc%22	http://mattandmallory.com/fonts/liberator-webfont.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/fonts/liberator-webfont.svg	(from http://mattandmallory.com/css/style.css)
12:51:36	11192/11192	---M--	200	added ('OK')	application/x-font-woff	etag:%222bb8-51350cb112c8c%22	http://mattandmallory.com/fonts/liberator-webfont.woff	C:/My%20Web%20Sites/anton/mattandmallory.com/fonts/liberator-webfont.woff	(from http://mattandmallory.com/css/style.css)
12:51:38	8995/8995	---M--	200	added ('OK')	image/jpeg	etag:%222323-51350cb79aa8c%22	http://mattandmallory.com/images/lightpaperfibers.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/lightpaperfibers.jpg	(from http://mattandmallory.com/css/style.css)
12:51:40	8398/8398	---M--	200	added ('OK')	image/jpeg	etag:%2220ce-51350cb6a58ac%22	http://mattandmallory.com/images/greenpaper.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/greenpaper.jpg	(from http://mattandmallory.com/css/style.css)
12:51:41	3018/3018	---M--	200	added ('OK')	image/jpeg	etag:%22bca-51350cb6f4a4c%22	http://mattandmallory.com/images/greypaper.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/greypaper.jpg	(from http://mattandmallory.com/css/style.css)
12:51:43	6253/6253	---M--	200	added ('OK')	image/png	etag:%22186d-51350cb2e2a6c%22	http://mattandmallory.com/images/ClockIcon-@2x.png	C:/My%20Web%20Sites/anton/mattandmallory.com/images/ClockIcon-@2x.png	(from http://mattandmallory.com/css/style.css)
12:51:45	8382/8382	---M--	200	added ('OK')	image/png	etag:%2220be-51350cb81d84c%22	http://mattandmallory.com/images/MapIcon-@2x.png	C:/My%20Web%20Sites/anton/mattandmallory.com/images/MapIcon-@2x.png	(from http://mattandmallory.com/css/style.css)
12:51:47	10727/10727	---M--	200	added ('OK')	image/jpeg	etag:%2229e7-51350cb745b2c%22	http://mattandmallory.com/images/groovepaper.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/groovepaper.jpg	(from http://mattandmallory.com/css/style.css)
12:51:48	2209/2209	---M--	200	added ('OK')	image/png	etag:%228a1-51350cb8dee0c%22	http://mattandmallory.com/images/radio-off.png	C:/My%20Web%20Sites/anton/mattandmallory.com/images/radio-off.png	(from http://mattandmallory.com/css/style.css)
12:51:49	2484/2484	---M--	200	added ('OK')	image/png	etag:%229b4-51350cb903fcc%22	http://mattandmallory.com/images/radio-on.png	C:/My%20Web%20Sites/anton/mattandmallory.com/images/radio-on.png	(from http://mattandmallory.com/css/style.css)
12:52:44	430448/430448	---M--	200	added ('OK')	image/jpeg	etag:%2269170-51350cb4da8ec%22	http://mattandmallory.com/images/engagement1.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/engagement1.jpg	(from http://mattandmallory.com/css/style.css)
12:52:46	355637/355637	---M--	200	added ('OK')	image/jpeg	etag:%2256d35-51350cb4a4d8c%22	http://mattandmallory.com/images/engagement1_mobile.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/engagement1_mobile.jpg	(from http://mattandmallory.com/css/style.css)
12:52:53	41935/41935	---M--	200	added ('OK')	image/jpeg	etag:%22a3cf-51350cb77398c%22	http://mattandmallory.com/images/lightpaperfibers_@2X.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/lightpaperfibers_@2X.jpg	(from http://mattandmallory.com/css/style.css)
12:52:54	45134/45134	---M--	200	added ('OK')	image/jpeg	etag:%22b04e-51350cb67f74c%22	http://mattandmallory.com/images/greenpaper_@2X.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/greenpaper_@2X.jpg	(from http://mattandmallory.com/css/style.css)
12:52:58	871173/871173	---M--	200	added ('OK')	image/jpeg	etag:%22d4b05-51350cb54fbec%22	http://mattandmallory.com/images/engagement2.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/engagement2.jpg	(from http://mattandmallory.com/)
12:52:58	777757/777757	---M--	200	added ('OK')	image/jpeg	etag:%22bde1d-51350cb5d876c%22	http://mattandmallory.com/images/engagement3.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/engagement3.jpg	(from http://mattandmallory.com/)
12:52:58	25778/25778	---M--	200	added ('OK')	image/jpeg	etag:%2264b2-51350cb6cc9ac%22	http://mattandmallory.com/images/greypaper_@2X.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/greypaper_@2X.jpg	(from http://mattandmallory.com/css/style.css)
12:53:00	51284/51284	---M--	200	added ('OK')	image/jpeg	etag:%22c854-51350cb71ea2c%22	http://mattandmallory.com/images/groovepaper_@2X.jpg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/groovepaper_@2X.jpg	(from http://mattandmallory.com/css/style.css)
